VTX, IDX, SV_POSITION.x, SV_POSITION.y, SV_POSITION.z, SV_POSITION.w, COLOR.x, COLOR.y, COLOR.z, COLOR.w, TEXCOORD.x, TEXCOORD.y
186, 42, -0.70402,  0.30652,  0.50,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00098,  0.00781
187, 40, -0.71847,  0.28083,  0.50,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00098,  0.00781
188, 41, -0.71903,  0.28042,  0.50,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00098,  0.00781
189, 41, -0.71903,  0.28042,  0.50,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00098,  0.00781
190, 43, -0.70379,  0.3075,  0.50,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00098,  0.00781
191, 42, -0.70402,  0.30652,  0.50,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00098,  0.00781
192, 44, -0.7043,  0.29044,  0.50,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00098,  0.00781
193, 42, -0.70402,  0.30652,  0.50,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00098,  0.00781
194, 43, -0.70379,  0.3075,  0.50,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00098,  0.00781
195, 43, -0.70379,  0.3075,  0.50,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00098,  0.00781
196, 45, -0.70352,  0.29026,  0.50,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00098,  0.00781
197, 44, -0.7043,  0.29044,  0.50,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00098,  0.00781
198, 46, -0.70499,  0.28585,  0.50,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00098,  0.00781
199, 44, -0.7043,  0.29044,  0.50,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00098,  0.00781
200, 45, -0.70352,  0.29026,  0.50,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00098,  0.00781
201, 45, -0.70352,  0.29026,  0.50,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00098,  0.00781
202, 47, -0.70429,  0.28513,  0.50,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00098,  0.00781
203, 46, -0.70499,  0.28585,  0.50,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00098,  0.00781
204, 48, -0.70684,  0.28255,  0.50,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00098,  0.00781
205, 46, -0.70499,  0.28585,  0.50,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00098,  0.00781
206, 47, -0.70429,  0.28513,  0.50,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00098,  0.00781
207, 47, -0.70429,  0.28513,  0.50,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00098,  0.00781
208, 49, -0.70644,  0.2813,  0.50,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00098,  0.00781
209, 48, -0.70684,  0.28255,  0.50,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00098,  0.00781
210, 50, -0.70943,  0.28132,  0.50,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00098,  0.00781
211, 48, -0.70684,  0.28255,  0.50,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00098,  0.00781
212, 49, -0.70644,  0.2813,  0.50,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00098,  0.00781
213, 49, -0.70644,  0.2813,  0.50,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00098,  0.00781
214, 51, -0.70932,  0.27993,  0.50,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00098,  0.00781
215, 50, -0.70943,  0.28132,  0.50,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00098,  0.00781
216, 52, -0.95223,  0.30652,  0.50,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00098,  0.00781
217, 54, -0.93778,  0.28083,  0.50,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00098,  0.00781
218, 56, -0.94682,  0.28132,  0.50,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00098,  0.00781
219, 52, -0.95223,  0.30652,  0.50,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00098,  0.00781
220, 56, -0.94682,  0.28132,  0.50,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00098,  0.00781
221, 58, -0.94941,  0.28255,  0.50,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00098,  0.00781
222, 52, -0.95223,  0.30652,  0.50,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00098,  0.00781
223, 58, -0.94941,  0.28255,  0.50,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00098,  0.00781
224, 60, -0.95126,  0.28585,  0.50,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00098,  0.00781
225, 52, -0.95223,  0.30652,  0.50,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00098,  0.00781
226, 60, -0.95126,  0.28585,  0.50,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00098,  0.00781
227, 62, -0.95195,  0.29044,  0.50,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00098,  0.00781
228, 52, -0.95223,  0.30652,  0.50,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00098,  0.00781
229, 62, -0.95195,  0.29044,  0.50,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00098,  0.00781
230, 63, -0.95273,  0.29026,  0.50,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00098,  0.00781
231, 63, -0.95273,  0.29026,  0.50,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00098,  0.00781
232, 53, -0.95246,  0.3075,  0.50,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00098,  0.00781
233, 52, -0.95223,  0.30652,  0.50,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00098,  0.00781
234, 54, -0.93778,  0.28083,  0.50,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00098,  0.00781
235, 52, -0.95223,  0.30652,  0.50,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00098,  0.00781
236, 53, -0.95246,  0.3075,  0.50,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00098,  0.00781
237, 53, -0.95246,  0.3075,  0.50,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00098,  0.00781
238, 55, -0.93722,  0.28042,  0.50,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00098,  0.00781
239, 54, -0.93778,  0.28083,  0.50,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00098,  0.00781
240, 56, -0.94682,  0.28132,  0.50,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00098,  0.00781
241, 54, -0.93778,  0.28083,  0.50,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00098,  0.00781
242, 55, -0.93722,  0.28042,  0.50,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00098,  0.00781
243, 55, -0.93722,  0.28042,  0.50,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00098,  0.00781
244, 57, -0.94693,  0.27993,  0.50,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00098,  0.00781
245, 56, -0.94682,  0.28132,  0.50,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00098,  0.00781
246, 58, -0.94941,  0.28255,  0.50,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00098,  0.00781
247, 56, -0.94682,  0.28132,  0.50,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00098,  0.00781
248, 57, -0.94693,  0.27993,  0.50,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00098,  0.00781
249, 57, -0.94693,  0.27993,  0.50,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00098,  0.00781
250, 59, -0.94981,  0.2813,  0.50,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00098,  0.00781
251, 58, -0.94941,  0.28255,  0.50,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00098,  0.00781
252, 60, -0.95126,  0.28585,  0.50,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00098,  0.00781
253, 58, -0.94941,  0.28255,  0.50,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00098,  0.00781
254, 59, -0.94981,  0.2813,  0.50,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00098,  0.00781
255, 59, -0.94981,  0.2813,  0.50,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00098,  0.00781
256, 61, -0.95196,  0.28513,  0.50,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00098,  0.00781
257, 60, -0.95126,  0.28585,  0.50,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00098,  0.00781
258, 62, -0.95195,  0.29044,  0.50,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00098,  0.00781
259, 60, -0.95126,  0.28585,  0.50,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00098,  0.00781
260, 61, -0.95196,  0.28513,  0.50,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00098,  0.00781
261, 61, -0.95196,  0.28513,  0.50,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00098,  0.00781
262, 63, -0.95273,  0.29026,  0.50,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00098,  0.00781
263, 62, -0.95195,  0.29044,  0.50,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00098,  0.00781
264, 67, -0.952,  0.91111,  0.50,  1.00,  0.43137,  0.43137,  0.50196,  0.50196,  0.00098,  0.00781
265, 64, -0.95273,  0.90625,  0.50,  1.00,  0.43137,  0.43137,  0.50196,  0.50196,  0.00098,  0.00781
266, 66, -0.95195,  0.90607,  0.50,  1.00,  0.43137,  0.43137,  0.50196,  0.00,  0.00098,  0.00781
267, 66, -0.95195,  0.90607,  0.50,  1.00,  0.43137,  0.43137,  0.50196,  0.00,  0.00098,  0.00781
268, 69, -0.9513,  0.91039,  0.50,  1.00,  0.43137,  0.43137,  0.50196,  0.00,  0.00098,  0.00781
269, 67, -0.952,  0.91111,  0.50,  1.00,  0.43137,  0.43137,  0.50196,  0.50196,  0.00098,  0.00781
270, 68, -0.9527,  0.91183,  0.50,  1.00,  0.43137,  0.43137,  0.50196,  0.00,  0.00098,  0.00781
271, 65, -0.95352,  0.90643,  0.50,  1.00,  0.43137,  0.43137,  0.50196,  0.00,  0.00098,  0.00781
272, 64, -0.95273,  0.90625,  0.50,  1.00,  0.43137,  0.43137,  0.50196,  0.50196,  0.00098,  0.00781
273, 64, -0.95273,  0.90625,  0.50,  1.00,  0.43137,  0.43137,  0.50196,  0.50196,  0.00098,  0.00781
274, 67, -0.952,  0.91111,  0.50,  1.00,  0.43137,  0.43137,  0.50196,  0.50196,  0.00098,  0.00781
275, 68, -0.9527,  0.91183,  0.50,  1.00,  0.43137,  0.43137,  0.50196,  0.00,  0.00098,  0.00781
276, 70, -0.95,  0.91467,  0.50,  1.00,  0.43137,  0.43137,  0.50196,  0.50196,  0.00098,  0.00781
277, 67, -0.952,  0.91111,  0.50,  1.00,  0.43137,  0.43137,  0.50196,  0.50196,  0.00098,  0.00781
278, 69, -0.9513,  0.91039,  0.50,  1.00,  0.43137,  0.43137,  0.50196,  0.00,  0.00098,  0.00781
279, 69, -0.9513,  0.91039,  0.50,  1.00,  0.43137,  0.43137,  0.50196,  0.00,  0.00098,  0.00781
280, 72, -0.9496,  0.91342,  0.50,  1.00,  0.43137,  0.43137,  0.50196,  0.00,  0.00098,  0.00781
281, 70, -0.95,  0.91467,  0.50,  1.00,  0.43137,  0.43137,  0.50196,  0.50196,  0.00098,  0.00781
282, 71, -0.9504,  0.91591,  0.50,  1.00,  0.43137,  0.43137,  0.50196,  0.00,  0.00098,  0.00781
283, 68, -0.9527,  0.91183,  0.50,  1.00,  0.43137,  0.43137,  0.50196,  0.00,  0.00098,  0.00781
284, 67, -0.952,  0.91111,  0.50,  1.00,  0.43137,  0.43137,  0.50196,  0.50196,  0.00098,  0.00781
285, 67, -0.952,  0.91111,  0.50,  1.00,  0.43137,  0.43137,  0.50196,  0.50196,  0.00098,  0.00781
286, 70, -0.95,  0.91467,  0.50,  1.00,  0.43137,  0.43137,  0.50196,  0.50196,  0.00098,  0.00781
287, 71, -0.9504,  0.91591,  0.50,  1.00,  0.43137,  0.43137,  0.50196,  0.00,  0.00098,  0.00781
288, 73, -0.94727,  0.91597,  0.50,  1.00,  0.43137,  0.43137,  0.50196,  0.50196,  0.00098,  0.00781
289, 70, -0.95,  0.91467,  0.50,  1.00,  0.43137,  0.43137,  0.50196,  0.50196,  0.00098,  0.00781
290, 72, -0.9496,  0.91342,  0.50,  1.00,  0.43137,  0.43137,  0.50196,  0.00,  0.00098,  0.00781
291, 72, -0.9496,  0.91342,  0.50,  1.00,  0.43137,  0.43137,  0.50196,  0.00,  0.00098,  0.00781
292, 75, -0.94716,  0.91458,  0.50,  1.00,  0.43137,  0.43137,  0.50196,  0.00,  0.00098,  0.00781
293, 73, -0.94727,  0.91597,  0.50,  1.00,  0.43137,  0.43137,  0.50196,  0.50196,  0.00098,  0.00781
294, 74, -0.94737,  0.91736,  0.50,  1.00,  0.43137,  0.43137,  0.50196,  0.00,  0.00098,  0.00781
295, 71, -0.9504,  0.91591,  0.50,  1.00,  0.43137,  0.43137,  0.50196,  0.00,  0.00098,  0.00781
296, 70, -0.95,  0.91467,  0.50,  1.00,  0.43137,  0.43137,  0.50196,  0.50196,  0.00098,  0.00781
297, 70, -0.95,  0.91467,  0.50,  1.00,  0.43137,  0.43137,  0.50196,  0.50196,  0.00098,  0.00781
298, 73, -0.94727,  0.91597,  0.50,  1.00,  0.43137,  0.43137,  0.50196,  0.50196,  0.00098,  0.00781
299, 74, -0.94737,  0.91736,  0.50,  1.00,  0.43137,  0.43137,  0.50196,  0.00,  0.00098,  0.00781
300, 76, -0.70898,  0.91597,  0.50,  1.00,  0.43137,  0.43137,  0.50196,  0.50196,  0.00098,  0.00781
301, 73, -0.94727,  0.91597,  0.50,  1.00,  0.43137,  0.43137,  0.50196,  0.50196,  0.00098,  0.00781
302, 75, -0.94716,  0.91458,  0.50,  1.00,  0.43137,  0.43137,  0.50196,  0.00,  0.00098,  0.00781
303, 75, -0.94716,  0.91458,  0.50,  1.00,  0.43137,  0.43137,  0.50196,  0.00,  0.00098,  0.00781
304, 78, -0.70909,  0.91458,  0.50,  1.00,  0.43137,  0.43137,  0.50196,  0.00,  0.00098,  0.00781
305, 76, -0.70898,  0.91597,  0.50,  1.00,  0.43137,  0.43137,  0.50196,  0.50196,  0.00098,  0.00781
306, 77, -0.70888,  0.91736,  0.50,  1.00,  0.43137,  0.43137,  0.50196,  0.00,  0.00098,  0.00781
307, 74, -0.94737,  0.91736,  0.50,  1.00,  0.43137,  0.43137,  0.50196,  0.00,  0.00098,  0.00781
308, 73, -0.94727,  0.91597,  0.50,  1.00,  0.43137,  0.43137,  0.50196,  0.50196,  0.00098,  0.00781
309, 73, -0.94727,  0.91597,  0.50,  1.00,  0.43137,  0.43137,  0.50196,  0.50196,  0.00098,  0.00781
310, 76, -0.70898,  0.91597,  0.50,  1.00,  0.43137,  0.43137,  0.50196,  0.50196,  0.00098,  0.00781
311, 77, -0.70888,  0.91736,  0.50,  1.00,  0.43137,  0.43137,  0.50196,  0.00,  0.00098,  0.00781
312, 79, -0.70625,  0.91467,  0.50,  1.00,  0.43137,  0.43137,  0.50196,  0.50196,  0.00098,  0.00781
313, 76, -0.70898,  0.91597,  0.50,  1.00,  0.43137,  0.43137,  0.50196,  0.50196,  0.00098,  0.00781
314, 78, -0.70909,  0.91458,  0.50,  1.00,  0.43137,  0.43137,  0.50196,  0.00,  0.00098,  0.00781
315, 78, -0.70909,  0.91458,  0.50,  1.00,  0.43137,  0.43137,  0.50196,  0.00,  0.00098,  0.00781
316, 81, -0.70665,  0.91342,  0.50,  1.00,  0.43137,  0.43137,  0.50196,  0.00,  0.00098,  0.00781
317, 79, -0.70625,  0.91467,  0.50,  1.00,  0.43137,  0.43137,  0.50196,  0.50196,  0.00098,  0.00781
318, 80, -0.70585,  0.91591,  0.50,  1.00,  0.43137,  0.43137,  0.50196,  0.00,  0.00098,  0.00781
319, 77, -0.70888,  0.91736,  0.50,  1.00,  0.43137,  0.43137,  0.50196,  0.00,  0.00098,  0.00781
320, 76, -0.70898,  0.91597,  0.50,  1.00,  0.43137,  0.43137,  0.50196,  0.50196,  0.00098,  0.00781
321, 76, -0.70898,  0.91597,  0.50,  1.00,  0.43137,  0.43137,  0.50196,  0.50196,  0.00098,  0.00781
322, 79, -0.70625,  0.91467,  0.50,  1.00,  0.43137,  0.43137,  0.50196,  0.50196,  0.00098,  0.00781
323, 80, -0.70585,  0.91591,  0.50,  1.00,  0.43137,  0.43137,  0.50196,  0.00,  0.00098,  0.00781
324, 82, -0.70425,  0.91111,  0.50,  1.00,  0.43137,  0.43137,  0.50196,  0.50196,  0.00098,  0.00781
325, 79, -0.70625,  0.91467,  0.50,  1.00,  0.43137,  0.43137,  0.50196,  0.50196,  0.00098,  0.00781
326, 81, -0.70665,  0.91342,  0.50,  1.00,  0.43137,  0.43137,  0.50196,  0.00,  0.00098,  0.00781
327, 81, -0.70665,  0.91342,  0.50,  1.00,  0.43137,  0.43137,  0.50196,  0.00,  0.00098,  0.00781
328, 84, -0.70495,  0.91039,  0.50,  1.00,  0.43137,  0.43137,  0.50196,  0.00,  0.00098,  0.00781
329, 82, -0.70425,  0.91111,  0.50,  1.00,  0.43137,  0.43137,  0.50196,  0.50196,  0.00098,  0.00781
330, 83, -0.70355,  0.91183,  0.50,  1.00,  0.43137,  0.43137,  0.50196,  0.00,  0.00098,  0.00781
331, 80, -0.70585,  0.91591,  0.50,  1.00,  0.43137,  0.43137,  0.50196,  0.00,  0.00098,  0.00781
332, 79, -0.70625,  0.91467,  0.50,  1.00,  0.43137,  0.43137,  0.50196,  0.50196,  0.00098,  0.00781
333, 79, -0.70625,  0.91467,  0.50,  1.00,  0.43137,  0.43137,  0.50196,  0.50196,  0.00098,  0.00781
334, 82, -0.70425,  0.91111,  0.50,  1.00,  0.43137,  0.43137,  0.50196,  0.50196,  0.00098,  0.00781
335, 83, -0.70355,  0.91183,  0.50,  1.00,  0.43137,  0.43137,  0.50196,  0.00,  0.00098,  0.00781
336, 85, -0.70352,  0.90625,  0.50,  1.00,  0.43137,  0.43137,  0.50196,  0.50196,  0.00098,  0.00781
337, 82, -0.70425,  0.91111,  0.50,  1.00,  0.43137,  0.43137,  0.50196,  0.50196,  0.00098,  0.00781
338, 84, -0.70495,  0.91039,  0.50,  1.00,  0.43137,  0.43137,  0.50196,  0.00,  0.00098,  0.00781
339, 84, -0.70495,  0.91039,  0.50,  1.00,  0.43137,  0.43137,  0.50196,  0.00,  0.00098,  0.00781
340, 87, -0.7043,  0.90607,  0.50,  1.00,  0.43137,  0.43137,  0.50196,  0.00,  0.00098,  0.00781
341, 85, -0.70352,  0.90625,  0.50,  1.00,  0.43137,  0.43137,  0.50196,  0.50196,  0.00098,  0.00781
342, 86, -0.70273,  0.90643,  0.50,  1.00,  0.43137,  0.43137,  0.50196,  0.00,  0.00098,  0.00781
343, 83, -0.70355,  0.91183,  0.50,  1.00,  0.43137,  0.43137,  0.50196,  0.00,  0.00098,  0.00781
344, 82, -0.70425,  0.91111,  0.50,  1.00,  0.43137,  0.43137,  0.50196,  0.50196,  0.00098,  0.00781
345, 82, -0.70425,  0.91111,  0.50,  1.00,  0.43137,  0.43137,  0.50196,  0.50196,  0.00098,  0.00781
346, 85, -0.70352,  0.90625,  0.50,  1.00,  0.43137,  0.43137,  0.50196,  0.50196,  0.00098,  0.00781
347, 86, -0.70273,  0.90643,  0.50,  1.00,  0.43137,  0.43137,  0.50196,  0.00,  0.00098,  0.00781
348, 88, -0.70352,  0.28965,  0.50,  1.00,  0.43137,  0.43137,  0.50196,  0.50196,  0.00098,  0.00781
349, 85, -0.70352,  0.90625,  0.50,  1.00,  0.43137,  0.43137,  0.50196,  0.50196,  0.00098,  0.00781
350, 87, -0.7043,  0.90607,  0.50,  1.00,  0.43137,  0.43137,  0.50196,  0.00,  0.00098,  0.00781
351, 87, -0.7043,  0.90607,  0.50,  1.00,  0.43137,  0.43137,  0.50196,  0.00,  0.00098,  0.00781
352, 90, -0.7043,  0.28984,  0.50,  1.00,  0.43137,  0.43137,  0.50196,  0.00,  0.00098,  0.00781
353, 88, -0.70352,  0.28965,  0.50,  1.00,  0.43137,  0.43137,  0.50196,  0.50196,  0.00098,  0.00781
354, 89, -0.70273,  0.28947,  0.50,  1.00,  0.43137,  0.43137,  0.50196,  0.00,  0.00098,  0.00781
355, 86, -0.70273,  0.90643,  0.50,  1.00,  0.43137,  0.43137,  0.50196,  0.00,  0.00098,  0.00781
356, 85, -0.70352,  0.90625,  0.50,  1.00,  0.43137,  0.43137,  0.50196,  0.50196,  0.00098,  0.00781
357, 85, -0.70352,  0.90625,  0.50,  1.00,  0.43137,  0.43137,  0.50196,  0.50196,  0.00098,  0.00781
358, 88, -0.70352,  0.28965,  0.50,  1.00,  0.43137,  0.43137,  0.50196,  0.50196,  0.00098,  0.00781
359, 89, -0.70273,  0.28947,  0.50,  1.00,  0.43137,  0.43137,  0.50196,  0.00,  0.00098,  0.00781
360, 91, -0.70425,  0.28479,  0.50,  1.00,  0.43137,  0.43137,  0.50196,  0.50196,  0.00098,  0.00781
361, 88, -0.70352,  0.28965,  0.50,  1.00,  0.43137,  0.43137,  0.50196,  0.50196,  0.00098,  0.00781
362, 90, -0.7043,  0.28984,  0.50,  1.00,  0.43137,  0.43137,  0.50196,  0.00,  0.00098,  0.00781
363, 90, -0.7043,  0.28984,  0.50,  1.00,  0.43137,  0.43137,  0.50196,  0.00,  0.00098,  0.00781
364, 93, -0.70495,  0.28551,  0.50,  1.00,  0.43137,  0.43137,  0.50196,  0.00,  0.00098,  0.00781
365, 91, -0.70425,  0.28479,  0.50,  1.00,  0.43137,  0.43137,  0.50196,  0.50196,  0.00098,  0.00781
366, 92, -0.70355,  0.28407,  0.50,  1.00,  0.43137,  0.43137,  0.50196,  0.00,  0.00098,  0.00781
367, 89, -0.70273,  0.28947,  0.50,  1.00,  0.43137,  0.43137,  0.50196,  0.00,  0.00098,  0.00781
368, 88, -0.70352,  0.28965,  0.50,  1.00,  0.43137,  0.43137,  0.50196,  0.50196,  0.00098,  0.00781
369, 88, -0.70352,  0.28965,  0.50,  1.00,  0.43137,  0.43137,  0.50196,  0.50196,  0.00098,  0.00781
370, 91, -0.70425,  0.28479,  0.50,  1.00,  0.43137,  0.43137,  0.50196,  0.50196,  0.00098,  0.00781
371, 92, -0.70355,  0.28407,  0.50,  1.00,  0.43137,  0.43137,  0.50196,  0.00,  0.00098,  0.00781
372, 94, -0.70625,  0.28123,  0.50,  1.00,  0.43137,  0.43137,  0.50196,  0.50196,  0.00098,  0.00781
373, 91, -0.70425,  0.28479,  0.50,  1.00,  0.43137,  0.43137,  0.50196,  0.50196,  0.00098,  0.00781
374, 93, -0.70495,  0.28551,  0.50,  1.00,  0.43137,  0.43137,  0.50196,  0.00,  0.00098,  0.00781
375, 93, -0.70495,  0.28551,  0.50,  1.00,  0.43137,  0.43137,  0.50196,  0.00,  0.00098,  0.00781
376, 96, -0.70665,  0.28248,  0.50,  1.00,  0.43137,  0.43137,  0.50196,  0.00,  0.00098,  0.00781
377, 94, -0.70625,  0.28123,  0.50,  1.00,  0.43137,  0.43137,  0.50196,  0.50196,  0.00098,  0.00781
